category,record_index,point_count,hmin,hmax,haverage,vmin,vmax,vaverage,hrange,vrange
balloon,3619,100,2918.77,3049.38,2960.84,160.891,179.735,169.873,130.605,18.8444
balloon,3620,100,2927.31,3063.98,2970.18,162.289,181.074,171.566,136.669,18.7855
balloon,3621,100,2937.73,3067.2,2980.44,163.302,182.681,172.811,129.468,19.3793
balloon,3622,100,2948.64,3072.09,2990.21,164.461,183.105,174.532,123.45,18.644
balloon,3623,100,2960.94,3085.84,2999.92,166.599,184.752,175.94,124.901,18.1531
balloon,3624,100,2972.81,3097.61,3010.67,168.621,186.901,177.488,124.797,18.2791
balloon,3625,100,2980.41,3110.82,3020.7,169.771,188.173,179.065,130.411,18.4022
balloon,3626,100,2992.53,3117.05,3030.71,160.322,179.548,169.923,124.52,19.2258
balloon,3627,100,3000.81,3123.72,3040.13,162.174,180.699,171.557,122.907,18.5249
balloon,3628,100,3007.67,3133.34,3050.16,163.962,182.129,173.118,125.665,18.1671
balloon,3629,100,3019.81,3149.54,3060.27,165.072,184.332,174.568,129.734,19.2596
balloon,3630,100,2920.28,3045.72,2960.44,165.644,185.397,176.051,125.436,19.7532
balloon,3631,100,2929.79,3056.04,2969.8,167.717,187.844,177.639,126.254,20.1275
balloon,3632,100,2939.86,3066.24,2980.33,169.119,187.912,178.942,126.38,18.7933
balloon,3633,100,2948.62,3075.56,2989.9,160.398,178.687,169.921,126.942,18.2886
balloon,3634,100,2958.64,3085.5,3000.57,162.248,181.374,171.587,126.861,19.1258
balloon,3635,100,2973.78,3095.91,3010.54,162.315,182.261,173.11,122.127,19.9462
balloon,3636,100,2982.32,3116.52,3020.38,165.624,183.147,174.543,134.197,17.5235
balloon,3637,100,2985.76,3118.87,3030.21,166.594,186.388,175.928,133.108,19.7945
balloon,3638,100,2999.22,3128.85,3040.5,166.868,187.205,177.565,129.636,20.3373
balloon,3639,100,3010.22,3141.29,3051,168.98,187.739,178.908,131.063,18.7589
balloon,3640,100,3019.86,3139.79,3059.57,160.195,179.146,170.058,119.923,18.9505
balloon,3641,100,2913.58,3047.46,2959.92,161.52,180.922,171.516,133.884,19.4024
balloon,3642,100,2927.84,3057.13,2970.7,163.467,182.648,173.057,129.291,19.1807
balloon,3643,100,2940.38,3066.33,2980.51,165.09,183.833,174.558,125.947,18.7427
balloon,3644,100,2950.52,3075.3,2990.93,166.426,185.819,176.006,124.78,19.393
balloon,3645,100,2957.62,3087.38,3000.21,167.512,186.735,177.49,129.753,19.2235
balloon,3646,100,2970.41,3097.27,3010.57,168.886,188.143,178.973,126.853,19.2576
balloon,3647,100,2979.02,3105.97,3020.71,160.436,179.57,170.042,126.95,19.1343
balloon,3648,100,2990.71,3117.62,3030.22,162.593,180.231,171.616,126.909,17.6382
balloon,3649,100,2996.23,3126.86,3040.44,163.84,182.879,173.131,130.631,19.0392
balloon,3650,100,3011.3,3138.18,3050.21,164.156,183.968,174.391,126.878,19.8121
balloon,3651,100,3020.72,3152.44,3060.27,167.525,184.942,176.107,131.725,17.4164
balloon,3652,100,2921.05,3046.22,2960.31,167.345,187.436,177.556,125.166,20.0907
balloon,3653,100,2933.37,3056.17,2970.36,169.492,189.226,179.002,122.797,19.734
balloon,3654,100,2937.43,3076.86,2980.6,160.642,179.023,169.876,139.424,18.3805
balloon,3655,100,2951.52,3074.13,2989.94,162.553,180.254,171.542,122.609,17.7015
balloon,3656,100,2962.7,3087.4,3001.95,162.727,182.631,172.986,124.702,19.9037
balloon,3657,100,2970.25,3098.05,3010.19,164.615,183.905,174.611,127.802,19.2895
balloon,3658,100,2979.69,3106.09,3020.21,167.383,185.51,176.042,126.395,18.1269
balloon,3659,100,2992.25,3117.05,3029.77,168.402,186.154,177.631,124.798,17.752
balloon,3660,100,3003.22,3125.97,3040.11,169.511,188.208,179.069,122.749,18.6976
balloon,3661,100,3010.96,3142.68,3050.82,160.671,178.74,169.941,131.72,18.0694
balloon,3662,100,3016.95,3155.94,3060.33,161.536,180.637,171.609,138.992,19.1018
balloon,3663,100,2920.97,3045.96,2960.46,164.06,182.358,173.161,124.989,18.2976
balloon,3664,100,2929.48,3060.56,2970.17,164.145,184.376,174.32,131.078,20.2305
balloon,3665,100,2938.39,3067.08,2979.94,165.896,185.508,176.034,128.689,19.6115
balloon,3666,100,2953.02,3079.78,2989.97,168.987,186.587,177.515,126.755,17.5994
balloon,3667,100,2962.03,3083.85,3000.31,169.899,188.482,179.009,121.821,18.5838
balloon,3668,100,2970.53,3100.23,3010,161.077,179.144,170.001,129.703,18.0671
balloon,3669,100,2979,3106.34,3020.9,161.976,180.889,171.511,127.333,18.9132
balloon,3670,100,2985.91,3116.24,3029.36,163.059,182.792,172.912,130.329,19.7331
balloon,3671,100,2998.58,3126.27,3040.36,165.172,183.176,174.534,127.688,18.0038
balloon,3672,100,3005.88,3135.62,3049.62,166.017,185.782,176.053,129.732,19.7651
balloon,3673,100,3020.96,3146.4,3060.35,168.005,186.539,177.311,125.439,18.5338
balloon,3674,100,2920.65,3050.08,2959.61,169.252,188.848,179.098,129.426,19.5958
balloon,3675,100,2931.69,3056.99,2969.97,160.243,179.472,169.916,125.291,19.2291
balloon,3676,100,2938.94,3071.21,2980.4,162.251,181.519,171.467,132.275,19.2681
balloon,3677,100,2949.93,3078.57,2990.03,164.295,182.174,173.04,128.638,17.8787
balloon,3678,100,2957.04,3089.53,2999.37,164.4,184.888,174.6,132.495,20.4882
balloon,3679,100,2973.32,3097.73,3010.18,167.434,186.902,175.983,124.409,19.4673
balloon,3680,100,2979.42,3109.44,3020.6,168.416,186.844,177.533,130.026,18.4278
balloon,3681,100,2989.65,3117.91,3030.42,169.707,188.64,179.086,128.261,18.9322
balloon,3682,100,3002.56,3131.01,3040.39,161.092,180.425,170.043,128.457,19.3331
balloon,3683,100,3007.87,3139.37,3050.59,161.639,181.014,171.323,131.504,19.3745
balloon,3684,100,3018.29,3151.11,3060.41,164.243,182.112,173.016,132.823,17.8692
balloon,3685,100,2917.99,3048.51,2960.28,165.565,184.133,174.48,130.517,18.5681
balloon,3686,100,2928.57,3054.86,2969.79,166.31,184.838,176.099,126.293,18.5281
balloon,3687,100,2936.89,3072.09,2980.41,167.634,186.314,177.479,135.197,18.6796
balloon,3688,100,2950.09,3078.67,2990.6,169.338,189.272,178.908,128.582,19.9339
balloon,3689,100,2959.45,3084.7,3000.3,160.197,180.082,169.925,125.25,19.8849
balloon,3690,100,2968.76,3094.45,3009.93,162.688,181.388,171.549,125.684,18.7002
balloon,3691,100,2982.76,3107.88,3020.77,164.017,181.66,172.868,125.125,17.6429
balloon,3692,100,2990.62,3120.84,3030.02,165.448,183.007,174.413,130.224,17.5583
balloon,3693,100,3000.46,3125.24,3039.72,165.821,185.486,176.004,124.782,19.6652
balloon,3694,100,3010.38,3140.85,3050.15,167.961,186.965,177.613,130.467,19.0039
balloon,3695,100,3015.03,3143.55,3060.07,169.148,188.595,178.904,128.517,19.4472
balloon,3696,100,2921.78,3044.95,2960.68,161.185,181.174,170.005,123.173,19.9895
balloon,3697,100,2933.97,3060.32,2970.96,162.967,181.647,171.476,126.345,18.6799
balloon,3698,100,2935.68,3071.91,2980.27,162.468,182.43,172.938,136.229,19.962
balloon,3699,100,2949.3,3073.86,2990.1,164.984,183.898,174.342,124.565,18.9139
balloon,3700,100,2959.33,3085.18,3000.12,167.13,185.914,176.08,125.849,18.784
balloon,3701,100,2969.71,3094.7,3010.63,167.889,186.195,177.488,124.982,18.3056
balloon,3702,100,2982.41,3112.63,3020.5,169.122,189.292,179.076,130.221,20.1702
balloon,3703,100,2991.77,3117.41,3031.36,160.259,179.816,170.006,125.633,19.5574
balloon,3704,100,2997.16,3126.51,3040.51,162.608,181.611,171.488,129.351,19.0035
balloon,3705,100,3008.27,3143.95,3049.09,163.938,183.239,172.893,135.68,19.3009
balloon,3706,100,3022.22,3150.49,3060.14,165.074,184.086,174.537,128.273,19.0115
balloon,3707,100,2920.88,3043.1,2960.27,167.168,186.079,175.926,122.222,18.9114
balloon,3708,100,2927.07,3058.51,2970.4,166.842,187.483,177.409,131.434,20.6417
balloon,3709,100,2939.47,3073.35,2980.51,169.582,188.184,179.038,133.886,18.6025
balloon,3710,100,2951.88,3077.45,2990.54,160.656,179.218,169.955,125.574,18.5618
balloon,3711,100,2957.24,3085.52,3000.63,162.536,180.536,171.535,128.274,18.0003
balloon,3712,100,2969.4,3099.1,3010.12,163.536,182.309,172.854,129.695,18.7728
balloon,3713,100,2980.26,3101.77,3020.55,164.136,184.358,174.374,121.503,20.2219
balloon,3714,100,2989.57,3113.77,3030.13,165.951,187.274,175.778,124.195,21.3231
balloon,3715,100,3000.28,3126.59,3040.24,167.909,186.585,177.518,126.311,18.6758
balloon,3716,100,3011.04,3135.4,3049.68,169.273,189.325,179.026,124.363,20.0522
balloon,3717,100,3019.75,3145.97,3060.05,160.079,178.682,169.931,126.217,18.6027
balloon,3718,100,2916.67,3050.98,2959.86,161.052,181.242,171.434,134.315,20.1899
balloon,3719,100,2924.15,3057.79,2970.52,162.984,182.081,172.835,133.639,19.0974
balloon,3720,100,2940.13,3065.02,2979.99,165.368,182.801,174.438,124.894,17.4329
balloon,3721,100,2949.78,3074.14,2990.06,166.886,185.234,176.094,124.357,18.3478
balloon,3722,100,2960.82,3088.39,2999.26,168.209,186.517,177.336,127.57,18.3077
balloon,3723,100,2968.17,3099.49,3010.76,169.134,188.016,179.036,131.328,18.8821
balloon,3724,100,2981.8,3106.48,3020.75,160.982,179.426,170.095,124.678,18.4447
balloon,3725,100,2990.93,3125.51,3030.52,161.114,181.408,171.402,134.582,20.2945
balloon,3726,100,2996.87,3127.23,3040.31,164.131,182.173,173.16,130.356,18.0416
balloon,3727,100,3010.84,3137.96,3049.57,164.66,183.809,174.568,127.119,19.1492
balloon,3728,100,3019.93,3150.88,3060.54,167.02,185.754,176.029,130.951,18.7333
balloon,3729,100,2921.5,3050.04,2960.26,167.53,187.898,177.662,128.535,20.3677
balloon,3730,100,2923.79,3058.22,2970.21,169.458,188.249,179.059,134.425,18.7911
balloon,3731,100,2936.24,3066.51,2980.39,160.044,179.246,170.013,130.275,19.2021
balloon,3732,100,2952.03,3086.62,2990.49,162.525,180.737,171.481,134.592,18.2118
balloon,3733,100,2960.31,3083.81,2999.9,162.766,182.521,172.979,123.504,19.7547
balloon,3734,100,2971.58,3096.1,3010.98,165.3,184.327,174.642,124.527,19.0274
balloon,3735,100,2979.32,3111.84,3020.93,166.582,186.067,176.083,132.518,19.4846
balloon,3736,100,2991.07,3119.47,3030.42,167.657,187.23,177.585,128.394,19.5724
balloon,3737,100,2997.62,3127.17,3039.68,168.967,188.945,178.96,129.546,19.9785
balloon,3738,100,3008.22,3137.5,3050.25,160.466,179.397,170.094,129.284,18.9313
balloon,3739,100,3022.48,3148.44,3060.68,161.463,180.217,171.509,125.958,18.7543
balloon,3740,100,2919.22,3046.41,2961.13,163.58,183.818,173.037,127.192,20.2383
balloon,3741,100,2931.7,3060.07,2970.06,164.611,185.239,174.552,128.369,20.6274
balloon,3742,100,2935.75,3071.52,2980.46,166.021,184.808,176.188,135.77,18.7877
balloon,3743,100,2949.12,3069.92,2990.23,167.945,187.113,177.49,120.799,19.1687
balloon,3744,100,2962.29,3084.98,2999.88,169.791,187.963,178.937,122.697,18.1727
balloon,3745,100,2971.68,3099.04,3009.34,160.635,179.886,170.15,127.363,19.2506
balloon,3746,100,2979.9,3102.93,3020.13,162.045,180.634,171.551,123.037,18.5888
balloon,3747,100,2990.98,3117.22,3030.35,163.752,182.934,172.717,126.244,19.1826
balloon,3748,100,3001.3,3124.33,3040.45,164.107,183.253,174.384,123.031,19.1459
balloon,3749,100,3006.53,3139.69,3050.54,167.27,185.296,175.956,133.159,18.0264
balloon,3750,100,3018.94,3149.61,3059.88,168.212,186.706,177.543,130.668,18.494
balloon,3751,100,2919.16,3048.91,2960.26,168.076,188.055,179.013,129.759,19.9783
balloon,3752,100,2927.95,3051.3,2970.56,161.25,180.406,170.091,123.354,19.1559
balloon,3753,100,2938.47,3069.62,2980.72,160.997,182.036,171.596,131.146,21.0389
balloon,3754,100,2951.93,3077.13,2990.57,162.412,182.393,173.048,125.201,19.9808
balloon,3755,100,2957.93,3082.82,3000.06,165.59,183.926,174.628,124.893,18.3355
balloon,3756,100,2971.76,3101.03,3009.48,166.782,185.396,176.077,129.267,18.6143
balloon,3757,100,2978.86,3109.87,3020.55,167.971,186.532,177.658,131.008,18.5614
balloon,3758,100,2988.59,3111.97,3030.09,168.509,189.776,178.93,123.382,21.2662
balloon,3759,100,3000.46,3125.44,3040.58,160.095,179.334,170.039,124.982,19.2391
balloon,3760,100,3007.74,3135.86,3050.03,161.817,180.762,171.554,128.113,18.9455
balloon,3761,100,3021.22,3145.36,3060.44,162.723,182.017,173.005,124.141,19.2946
balloon,3762,100,2919.58,3048.64,2960.36,164.707,184.502,174.513,129.07,19.7959
balloon,3763,100,2930.27,3058.69,2970.27,166.588,185.493,176.068,128.418,18.9051
balloon,3764,100,2939.35,3067.04,2979.59,167.235,186.894,177.35,127.691,19.6587
balloon,3765,100,2947.14,3079.52,2990.17,169.497,188.747,179.011,132.38,19.2502
balloon,3766,100,2960.3,3085.92,3000.02,159.966,179.735,169.981,125.624,19.7693
balloon,3767,100,2962.86,3099.13,3009.16,162.283,182.426,171.609,136.279,20.1431
balloon,3768,100,2978.42,3112.49,3020.11,163.58,182.965,172.98,134.064,19.3853
balloon,3769,100,2991.37,3115.52,3030.85,164.998,184.493,174.427,124.144,19.4957
balloon,3770,100,3001.03,3126.29,3040.26,167.039,185.593,176.108,125.251,18.5536
balloon,3771,100,3008.78,3136.23,3049.34,168.337,186.943,177.481,127.454,18.6058
balloon,3772,100,3019.42,3151.65,3060.52,169.211,188.296,179.166,132.228,19.0846
balloon,3773,100,2919.07,3049.26,2959.95,160.544,179.869,170.017,130.189,19.3252
balloon,3774,100,2927.61,3059.21,2970.02,161.774,180.726,171.47,131.6,18.9519
balloon,3775,100,2940.34,3068.56,2980.43,163.153,182.734,173.093,128.218,19.5814
balloon,3776,100,2948.08,3081.79,2990.18,165.202,183.171,174.451,133.709,17.9687
balloon,3777,100,2960.83,3083.78,3000.05,165.609,185.183,175.951,122.945,19.5739
balloon,3778,100,2971.38,3096.13,3010.1,167.888,186.728,177.572,124.751,18.8407
balloon,3779,100,2977.86,3108.57,3020.02,169.104,188.885,179.036,130.709,19.7813
balloon,3780,100,2990.84,3116.52,3030.46,160.515,178.891,170.175,125.682,18.3764
balloon,3781,100,3000.18,3129.82,3039.74,161.419,181.127,171.507,129.644,19.708
balloon,3782,100,3009.23,3137.2,3050.71,163.281,182.756,172.955,127.969,19.4744
balloon,3783,100,3020.22,3151.22,3060.28,163.487,183.985,174.494,131.004,20.4985
balloon,3784,100,2917.96,3046.37,2960.84,166.205,185.542,176.13,128.409,19.3372
balloon,3785,100,2925.6,3059.37,2970.21,168.195,187.019,177.687,133.774,18.8244
balloon,3786,100,2937.73,3063.78,2980.63,170.036,188.339,178.971,126.057,18.3032
balloon,3787,100,2950.99,3078.19,2990.23,160.9,179.361,170.001,127.196,18.4611
balloon,3788,100,2963.1,3091.06,3000.35,161.733,181.239,171.432,127.962,19.506
balloon,3789,100,2970.64,3101.73,3010.14,162.922,181.995,172.905,131.094,19.0736
balloon,3790,100,2976.71,3111.05,3020.72,165.11,184.438,174.571,134.339,19.3284
balloon,3791,100,2992.07,3116.28,3030.4,166.278,185.181,176.206,124.207,18.9031
balloon,3792,100,2996.4,3125.96,3039.75,168.537,186.63,177.591,129.554,18.0932
balloon,3793,100,3011.6,3134.8,3049.81,169.276,188.118,178.882,123.206,18.8423
balloon,3794,100,3019.3,3142.86,3059.88,161.197,178.875,170.142,123.563,17.6777
balloon,3795,100,2920.21,3045.79,2959.69,162.472,180.755,171.704,125.582,18.2828
balloon,3796,100,2929.47,3057.68,2969.88,163.639,182.25,172.991,128.213,18.6108
balloon,3797,100,2940.51,3064.86,2980.11,165.369,183.793,174.604,124.354,18.4237
balloon,3798,100,2952.04,3077.43,2990.1,166.03,185.831,175.867,125.392,19.8009
balloon,3799,100,2960.02,3088.22,3000.21,168.453,186.321,177.318,128.195,17.8684
balloon,3800,100,2972.03,3096.22,3009.66,170.067,188.34,178.966,124.186,18.2731
balloon,3801,100,2982.82,3104.8,3020.54,161.3,179.219,169.858,121.979,17.9188
balloon,3802,100,2993.43,3116.63,3030.12,162.715,181.313,171.464,123.197,18.5977
balloon,3803,100,3002.16,3126.39,3040.74,163.014,182.503,173.002,124.234,19.4898
balloon,3804,100,3010.34,3136.05,3049.96,164.997,183.911,174.578,125.711,18.9144
balloon,3805,100,3022.66,3147.14,3060.19,167.006,185.258,175.944,124.477,18.2527
balloon,3806,100,2921.84,3050.24,2960.19,167.561,186.938,177.619,128.402,19.3768
balloon,3807,100,2925.88,3066.81,2970.38,169.74,188.995,178.986,140.933,19.2552
balloon,3808,100,2939.52,3065.55,2980.3,159.859,180.076,170.212,126.035,20.2166
balloon,3809,100,2944.8,3077.97,2990.49,162.589,180.411,171.571,133.167,17.8222
balloon,3810,100,2957.16,3087.97,3000.27,163.729,182.471,172.886,130.811,18.7422
balloon,3811,100,2965.52,3095.38,3010.05,165.134,184.599,174.481,129.86,19.4658
balloon,3812,100,2981.66,3106.95,3021.42,165.931,185.238,176.09,125.289,19.3071
balloon,3813,100,2990.66,3115.24,3030.53,167.928,187.271,177.324,124.58,19.3432
balloon,3814,100,2997.08,3130.09,3040.4,168.989,188.167,179.098,133.007,19.1781
balloon,3815,100,3009.7,3141.33,3050.38,159.768,178.945,169.855,131.635,19.1778
balloon,3816,100,3019.95,3146.19,3060.61,162.189,182.237,171.495,126.24,20.0474
balloon,3817,100,2922.27,3044.13,2960.47,163.95,182.345,172.962,121.864,18.3942
balloon,3818,100,2931.42,3060.08,2971.37,164.963,183.743,174.56,128.655,18.7802
balloon,3819,100,2936.24,3065.44,2979.81,167.446,185.691,176.188,129.205,18.2448
balloon,3820,100,2950.95,3077.34,2989.84,168.357,187.11,177.365,126.383,18.7526
balloon,3821,100,2960.31,3086.52,3000.07,168.704,188.934,178.896,126.214,20.23
balloon,3822,100,2971.66,3098.98,3010.48,160.985,179.953,170.067,127.315,18.9678
balloon,3823,100,2980,3107.84,3020.63,162.738,180.947,171.593,127.848,18.2091
balloon,3824,100,2985.29,3119.14,3029.81,164.264,182.874,172.976,133.848,18.6103
balloon,3825,100,2999.52,3128.18,3040.55,165.53,184.289,174.51,128.661,18.7591
balloon,3826,100,3010.32,3134.41,3050.12,167.391,184.978,176.033,124.088,17.5866
balloon,3827,100,3017.85,3153.67,3060.6,167.666,187.278,177.504,135.816,19.6124
balloon,3828,100,2921.61,3048.68,2960.43,169.831,187.561,179.047,127.072,17.7295
balloon,3829,100,2926.11,3059.35,2969.82,159.6,179.538,169.954,133.234,19.9384
balloon,3830,100,2937.44,3069.89,2980.15,162.635,180.898,171.532,132.448,18.2628
balloon,3831,100,2948.72,3073.75,2990.24,163.39,182.375,173.004,125.025,18.9842
balloon,3832,100,2959.63,3083.14,2999.86,165.884,184.767,174.48,123.512,18.8827
balloon,3833,100,2971.23,3100.92,3010.79,166.673,184.778,175.87,129.695,18.1051
balloon,3834,100,2980.28,3105.17,3020.28,166.868,186.663,177.558,124.889,19.7959
balloon,3835,100,2989.91,3113.29,3029.73,169.471,188.071,178.993,123.379,18.5999
balloon,3836,100,3000.29,3126.16,3039.98,161.066,180.151,169.96,125.872,19.0848
balloon,3837,100,3009.73,3134.02,3050.24,161.114,181.65,171.468,124.288,20.5366
balloon,3838,100,3020.64,3148.57,3059.97,163.258,182.817,173.018,127.932,19.5591
balloon,3839,100,2917.99,3052.42,2960.49,164.778,183.917,174.599,134.431,19.1387
balloon,3840,100,2930.8,3053.81,2970.13,166.737,186.128,176.127,123.006,19.391
balloon,3841,100,2939.24,3070.21,2980.64,168.152,186.825,177.329,130.962,18.6732
balloon,3842,100,2949.91,3076.6,2989.62,169.199,189.068,178.913,126.695,19.8693
balloon,3843,100,2957.75,3085.27,2999.49,160.544,179.905,170.038,127.519,19.3614
balloon,3844,100,2972.48,3095.87,3009.64,162.149,181.761,171.556,123.385,19.6123
balloon,3845,100,2979.99,3105.21,3020.43,163.687,181.564,173.034,125.217,17.8767
balloon,3846,100,2983.44,3115.19,3030.25,165.649,183.624,174.33,131.749,17.9754
balloon,3847,100,3003.2,3128,3040.27,167.374,184.844,176.018,124.798,17.4697
balloon,3848,100,3009.38,3138.6,3050.02,168.512,187.543,177.393,129.219,19.0306
balloon,3849,100,3019.36,3147.52,3060.42,170.379,188.082,179.087,128.16,17.7034
balloon,3850,100,2921.27,3049.11,2960.29,160.523,178.689,170.151,127.842,18.1662
balloon,3851,100,2930.05,3056.59,2969.59,161.73,179.989,171.239,126.542,18.2588
balloon,3852,100,2937.83,3068.71,2980.5,163.266,182.339,172.983,130.875,19.0734
balloon,3853,100,2950.75,3080.07,2990.3,164.551,183.79,174.55,129.321,19.2385
balloon,3854,100,2957.98,3088.18,2999.82,166.709,185.825,176.035,130.195,19.116
balloon,3855,100,2966.38,3095.52,3009.94,167.167,187.255,177.403,129.142,20.0876
balloon,3856,100,2981.09,3105.78,3020.29,169.942,188.416,179.109,124.689,18.474
balloon,3857,100,2989.2,3115.49,3030.41,160.711,179.514,169.985,126.299,18.8031
balloon,3858,100,2997.26,3124.1,3039.99,162.694,180.909,171.597,126.843,18.215
balloon,3859,100,3011.24,3139.45,3050.61,163.788,182.974,173.065,128.209,19.1853
balloon,3860,100,3019.39,3157.3,3059.68,165.25,183.926,174.59,137.906,18.6759
balloon,3861,100,2920.81,3043.63,2959.7,166.614,186.031,176.059,122.826,19.417
balloon,3862,100,2930.08,3058.51,2970.75,167.913,186.953,177.515,128.433,19.0405
balloon,3863,100,2941.07,3065.96,2980.6,169.634,188.567,179,124.891,18.9327
balloon,3864,100,2948.05,3074.27,2990.6,159.698,179.601,169.841,126.219,19.9032
balloon,3865,100,2960.65,3089.65,3000.28,162.591,180.924,171.673,128.999,18.3337
balloon,3866,100,2967.55,3096.89,3010.26,163.214,182.354,173.02,129.339,19.1394
balloon,3867,100,2979.98,3112.18,3019.63,164.147,184.026,174.435,132.208,19.8786
balloon,3868,100,2990.34,3113.16,3029.99,166.84,185.539,175.872,122.822,18.6992
balloon,3869,100,2998.14,3128.59,3040.87,167.68,187.21,177.531,130.447,19.5303
balloon,3870,100,3010.43,3138,3049.64,169.11,188.252,178.993,127.569,19.1423
balloon,3871,100,3018.79,3148.16,3060.11,159.783,179.029,169.939,129.373,19.2467
balloon,3872,100,2921.01,3052.6,2961.12,162.34,180.753,171.611,131.584,18.4123
balloon,3873,100,2930.36,3060.54,2970.71,163.356,183.116,173.007,130.181,19.7599
balloon,3874,100,2940.37,3066.59,2980.6,165.387,183.603,174.635,126.218,18.2163
balloon,3875,100,2951.49,3078.13,2990.81,166.154,186.26,176.071,126.646,20.1064
balloon,3876,100,2958.13,3087.16,3000.28,168.279,187.505,177.712,129.033,19.2258
balloon,3877,100,2972.54,3097.22,3010.43,169.14,188.868,178.966,124.677,19.7283
balloon,3878,100,2979.98,3107.01,3019.88,160.561,179.659,169.81,127.03,19.0989
balloon,3879,100,2988.03,3113.79,3030.37,161.941,181.259,171.423,125.761,19.318
balloon,3880,100,3000.45,3128.21,3040.2,162.794,181.759,173.095,127.753,18.9646
balloon,3881,100,3010.73,3137.83,3050.18,164.071,185.243,174.622,127.094,21.1723
balloon,3882,100,3017.72,3146.65,3060.04,167.1,185.845,175.847,128.928,18.7449
balloon,3883,100,2917.72,3044.6,2959.7,167.357,187.116,177.461,126.887,19.7583
balloon,3884,100,2929.41,3059.94,2970.35,169.791,187.413,179.05,130.53,17.622
balloon,3885,100,2937,3068.35,2979.89,160.443,179.86,169.93,131.354,19.4171
balloon,3886,100,2950.56,3078.26,2990.4,161.308,181.115,171.441,127.693,19.8071
balloon,3887,100,2964.31,3087.73,3000.28,163.998,182.371,173.093,123.423,18.3732
balloon,3888,100,2970.39,3096.12,3010,165.5,183.808,174.469,125.736,18.3083
balloon,3889,100,2979.41,3102.79,3020.1,165.486,187.022,175.946,123.383,21.5353
balloon,3890,100,2991.86,3121.14,3030.72,167.895,187.462,177.396,129.287,19.5671
balloon,3891,100,3002.28,3127.88,3040.95,169.571,188.002,178.991,125.597,18.4305
balloon,3892,100,3010.77,3141.97,3050.59,161.051,179.868,170.164,131.2,18.8175
balloon,3893,100,3016.91,3149.94,3060.74,161.712,180.524,171.343,133.022,18.8116
balloon,3894,100,2918.99,3047.93,2960.27,162.824,181.643,172.982,128.937,18.8187
balloon,3895,100,2927.73,3059,2971.04,165.363,183.113,174.45,131.276,17.7502
balloon,3896,100,2940.98,3065.69,2980.25,166.243,186.031,176.099,124.706,19.7882
balloon,3897,100,2948.98,3075.88,2990.08,167.739,187.345,177.458,126.908,19.606
balloon,3898,100,2953.62,3090.79,3000.17,168.677,188.389,179.029,137.171,19.7123
balloon,3899,100,2969.88,3092.92,3009.58,160.52,178.957,169.881,123.044,18.437
balloon,3900,100,2979.08,3110.17,3020.07,162.698,180.392,171.618,131.089,17.6934
balloon,3901,100,2990.69,3121.94,3030.25,162.531,182.884,172.992,131.256,20.3532
balloon,3902,100,2996.95,3133.14,3039.8,164.624,184.067,174.566,136.191,19.4429
balloon,3903,100,3011.68,3139.52,3050.44,166.066,185.529,176.118,127.839,19.4621
balloon,3904,100,3021.53,3151.2,3060.49,167.288,187.572,177.513,129.67,20.2837
balloon,3905,100,2921.38,3045.08,2960.61,169.907,187.958,178.956,123.7,18.0506
balloon,3906,100,2928.24,3060.04,2969.97,159.55,179.073,170.02,131.799,19.5228
balloon,3907,100,2940.79,3070.73,2980.87,161.554,181.294,171.497,129.946,19.7392
balloon,3908,100,2950.71,3081.38,2990.97,164.177,182.56,172.872,130.679,18.383
balloon,3909,100,2958.85,3085.29,2999.9,165.001,184.142,174.523,126.442,19.1412
balloon,3910,100,2970.01,3096.05,3010.15,166.809,185.334,175.914,126.044,18.5248
balloon,3911,100,2980.32,3106.7,3019.95,168.583,186.836,177.577,126.378,18.2538
balloon,3912,100,2990.53,3114.48,3030.86,168.064,188.835,179.008,123.951,20.7707
balloon,3913,100,3002.66,3125.11,3039.62,160.982,179.671,170.016,122.448,18.6889
balloon,3914,100,3010.04,3140.81,3050.15,161.853,181.255,171.427,130.77,19.402
balloon,3915,100,3021.36,3145.82,3060.15,162.909,182.589,172.806,124.457,19.6805
balloon,3916,100,2916.89,3047.26,2960.35,164.743,184.107,174.692,130.366,19.3633
balloon,3917,100,2928.44,3061.66,2970.69,166.343,186.086,176.093,133.227,19.7421
balloon,3918,100,2940.68,3066.21,2979.76,168.702,186.409,177.365,125.529,17.7065
balloon,3919,100,2951.31,3082.57,2990.37,169.564,188.596,178.916,131.254,19.0322
balloon,3920,100,2958.64,3091.34,2999.76,161.026,179.597,170.053,132.699,18.5707
balloon,3921,100,2969.68,3091.63,3009.49,161.995,180.557,171.514,121.952,18.5622
balloon,3922,100,2980.75,3107.61,3020.52,163.703,181.925,173.11,126.868,18.2215
balloon,3923,100,2989.66,3117,3030.17,165.263,184.017,174.643,127.34,18.7546
balloon,3924,100,2999.06,3127.61,3041.11,167.184,186.694,176.34,128.543,19.5101
balloon,3925,100,3010.67,3138.86,3050.58,168.084,187.298,177.517,128.187,19.2134
balloon,3926,100,3019.98,3146.97,3060.13,169.961,188.785,178.956,126.994,18.8246
balloon,3927,100,2918.42,3045.05,2959.39,159.755,179.755,170.057,126.634,20.0006
balloon,3928,100,2932.83,3062.98,2970.97,162.77,180.84,171.658,130.151,18.07
balloon,3929,100,2940.24,3066.35,2980.6,163.347,182.231,173.085,126.113,18.8846
